COMNAME,LISPA,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,SAL,SALR,DRA,DRAR,CLIZ,GMIN,GMAX
wheat,annual,15.0,23.0,5.0,27.0,750.0,900.0,300.0,1600.0,6.0,7.0,5.5,8.5,4500.0,very bright,very bright,cloudy skies,very bright,medium (50-150 cm),shallow (20-50 cm),"medium, organic","heavy, medium",high,moderate,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),"tropical wet & dry (Aw), tropical wet (Ar), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",90.0,250.0
