COMNAME,LISPA,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,SAL,SALR,DRA,DRAR,CLIZ,GMIN,GMAX
sweet potato,,18.0,28.0,10.0,38.0,750.0,2000.0,350.0,5000.0,5.0,7.0,4.0,8.7,2800.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),,,high,low,low (<4 dS/m),low (<4 dS/m),,,,80.0,170.0
